RelChange,Lat,Long,Depth,GearRegRank,total_biomass,grazers,scrapers,OSDS_Eff,Nuts,Imperv,Sediment,RainMax3dS,WPow975pct,DHW_MAX_2015,CHL_MHW
-56.5891472868217,20.16001,-155.9001833,11,2,10.079186475108,2.35796522451032,0,29.7825452236709,0.316227766016838,24.7285260377565,5.74258346876058,68.5456052566465,13.31,9.01,0.291547594742265
-40.7142857142857,19.7,-156.04993,14,5,9.338094023943,3.84317577011513,2.19544984001001,18.3030052177231,4.35889894354067,52.4347213208958,0.562341325190349,34.6568896469374,31.41,12.19,0.281069386451104
-50.7518796992481,19.6709833,-156.0303333,12,5,14.5323776444187,4.01123422402632,1.43527000944073,332.459020031041,2.56904651573303,136.193612185007,7.23498509419402,100.73926741842,15.24,12.19,0.291547594742265
-62.2641509433962,19.64725,-156.02296,11,5,11.6481758228488,4.51220566907139,4.44634681508314,51.9903837262238,0.316227766016838,83.4200215775565,4.53856184686736,55.6605785093903,9.7,12.88,0.275680975041804
-45.9694989106754,19.63153,-155.993,11,5,7.68635154023025,3.09515750810843,1.79722007556114,NaN,NaN,NaN,8.81016123503791,122.699225751428,11.98,13.2,0.275680975041804
-48.58934169279,19.5683833,-155.96931,12,5,5.11272921246569,2.58843582110896,1.40712472794703,449.959998222064,6.18869937870632,97.3216317166949,7.9437453544996,76.0144723062655,20.43,13.33,0.273861278752583
-65.5813953488372,19.54841,-155.96236,11,6,7.79679421300832,3.42198772645373,3.41906419945575,350.358387940121,5.39444158370447,76.4028795268869,7.58129817260779,104.5289433602,23.76,13.17,0.272029410174709
-56.7961165048544,19.50455,-155.95306,14,3,10.1695624291314,4.95277699881592,2.72763633939717,187.261848757295,5.10881590977792,94.5653213392732,7.64055482784501,67.4536878161602,28.48,13.17,0.262678510731274
-66.0714285714286,19.48314,-155.94582,11,4,12.7800625976558,5.13711981561653,4.77912125813941,44.8107130048162,0.836660026534076,46.8273424400745,4.47855083487238,46.2525674963023,43.28,13.87,0.272029410174709
-52.9182879377432,19.4793,-155.93275,8,1,15.8426639174098,6.52533524043018,4.72334627144782,504.168622585738,4.57165178026498,63.6490376989315,8.3428508825081,76.0151300729006,5.75,13.87,0.272029410174709
-48.5714285714286,20.0810167,-155.86804,11,6,8.37914076740569,2.6944387170615,1.83847763108502,284.954382314082,2.42899156029822,114.875584873375,6.3691440250703,81.0684895628382,12.1,10.67,0.288097205817759
-42.0731707317073,19.4628167,-155.92677,11,5,8.12588456723328,3.30151480384384,4.41248229458204,423.211531033832,3.5213633723318,76.9480344128425,7.68786702540355,106.135291020471,10.21,13.87,0.260768096208106
-43.8914027149321,19.36916,-155.89738,10,5,9.39148550549912,2.849561369755,2.53968501984006,257.730479377197,2.28035085019828,62.071732696937,9.07912863941629,119.700877189768,18.31,13.85,0.272029410174709
-42.6900584795322,19.29769,-155.88991,14,6,9.75499871860576,2.88790581563873,0.264575131106459,331.909626253895,3.01662062579967,85.3691981923223,8.67645132799707,85.8085077367041,41.06,13.34,0.281069386451104
-46.9208211143695,19.16729,-155.91322,14,5,10.7870292481294,4.25088226136646,3.95347948015416,83.4146270146909,0.707106781186548,39.1331061890058,10.016633453196,79.9974999609363,40.29,13.1,0.262678510731274
-10.4060913705584,19.0767167,-155.90395,12,6,12.1511316345433,2.70739727413618,4.78225888048734,0,0,23.7065391822594,2.32657418559773,75.8076513288731,17.58,12.76,0.281069386451104
-45.0116009280742,20.0739167,-155.86449,14,5,8.20487659870641,2.0712315177208,2.24499443206436,473.866014818535,4.04969134626332,122.950396502004,7.59480213096217,92.3558336002659,14.53,10.67,0.311448230047949
-65.8385093167702,19.9698833,-155.84877,10,3,15.8414014531543,5.84722156241749,3.39411254969543,531.377455298962,7.3143694191639,174.009195159336,3.1543421455299,137.9300547379,22.54,11.19,0.435889894354067
-48.9626556016597,19.95275,-155.8661667,10,3,6.67532770731145,2.48394846967484,2.12602916254693,203.241235973412,6.45755371638518,100.151385412285,0,56.8313293879353,19.14,11.19,0.337638860322683
-16,19.8911167,-155.9100667,14,6,5.10979451641649,2.19772609758359,0.282842712474619,73.5391052434009,2.68328157299975,53.0264085150032,4.20817714657343,94.7544194219985,16.52,11.32,0.372827037646145
-47.037037037037,19.84395,-155.98093,12,3,8.91459477486218,3.46987031457949,3.09838667696593,140.854534893272,3.54964786985977,40.8056368655116,2.51013816368927,54.1977859326375,31.94,11.32,0.322490309931942
-47.7223427331887,19.7965,-156.02786,10,4,8.18596359630313,3.61662826400502,2.69072480941474,0,0,18.1356003484858,1.1246826503807,37.3818137601695,32.53,11.51,0.353553390593274
-63.7426900584795,19.70887,-156.04951,10,6,7.79615289742319,3.92428337406972,1.69705627484771,20.1990098767242,3.89871773792359,102.381638978872,3.16858332988244,53.0056600751278,18.83,11.64,0.281069386451104
-52.5773195876289,19.74262,-156.05569,12,6,10.0279609093773,3.30907842155486,4.55302097513288,135.639227364358,3.44963766213207,100.45745368065,4.08879609387659,77.7206536256612,36.42,11.64,0.304959013639538
-53.3216783216783,19.64212,-156.01208,14,2,10.2371871136558,3.59583091927304,2.41246761636296,53.3197899470731,0.447213595499958,142.425770140098,5.67225916928205,81.589214973549,15.42,12.88,0.275680975041804
-60.352422907489,19.69124993,-156.0435087,12,5,NaN,2.63628526529281,3.60277670693036,179.365548531484,5.26307894677631,100.786903911173,4.97643391477814,70.3789741329042,21.05,12.19,0.296647939483827
-64.3564356435644,19.67189676,-156.0310555,13,5,9.47734139935879,2.89136645896019,2.52388589282479,334.08382181722,2.60768096208106,133.114987886413,7.11144991678522,97.7619557905835,19.94,12.19,0.291547594742265
-58.5714285714286,19.66952099,-156.0293267,15,5,10.1380471492295,4.58802789878179,1.62172747402269,316.61964563179,2.44948974278318,134.842129914949,7.0895918023919,100.463923873199,14.82,12.19,0.291547594742265
-77.2151898734177,19.66822429,-156.0289789,12,5,12.0407640953554,4.89795875850338,5.54166040099896,310.797361636163,2.42899156029822,134.814316747147,7.05930049801865,100.975739660574,14.12,12.88,0.291547594742265
-65.0862068965517,19.6674995,-156.0304599,14,5,9.81019877474458,3.60970912955601,2.01246117974981,276.220926071867,2.14476105895272,121.580837305885,6.24201912636671,90.3465549979633,14.6,12.88,0.291547594742265
-59.4202898550725,19.66666073,-156.0315999,15,5,9.18422560698505,3.02654919008431,3.38673884437522,246.056903987675,1.89736659610103,110.712691232758,5.47158750483693,81.8907809219084,16.58,12.19,0.291547594742265
-77.6435045317221,19.66533802,-156.0318625,10,5,8.52408352845043,4.52769256906871,2.86006992921502,226.510485408513,1.7606816861659,104.742541500577,5.00239827393281,77.484191936162,19.72,12.88,0.291547594742265
-39.8373983739837,19.69052498,-156.0406054,19,5,12.4531120608465,4.10731055558257,NaN,216.769462794001,5.45893762558247,111.218703463042,5.56152563646674,77.1226296232176,13.77,12.19,0.296647939483827
-66.9902912621359,19.68867938,-156.0370842,11,5,5.38144961882948,1.86010752377383,1.41774468787578,272.174576329238,5.37587202228625,120.928491266533,5.94520295516253,82.6044792974328,10.11,12.19,0.296647939483827
-60.7052896725441,19.68787518,-156.0359458,10,5,5.94306318324145,2.89136645896019,1.7606816861659,293.550677055939,5.30094331227943,123.876551453453,5.94436998534162,84.7631995620741,9.62,12.19,0.296647939483827
-54.0880503144654,19.68590639,-156.035353,14,5,5.52268050859363,2.68141753555838,0.905538513813742,323.558340952602,5.13809303146605,127.924196303905,5.97179244693419,88.1107257943095,12.56,12.19,0.296647939483827
-52.7536231884058,19.68466154,-156.0359573,13,5,7.69935062196806,2.67581763205193,2.22710574513201,325.013845858911,4.94974746830583,126.585939187573,5.94282211172526,87.3029209133349,14.28,12.19,0.296647939483827
-63.6029411764706,19.68332361,-156.0363917,14,5,6.94406221170289,2.43310501211929,1.93649167310371,329.296219231257,4.81663783151692,126.311519664677,5.99350798956697,87.2467764447489,18.9,12.19,0.296647939483827
-39.047619047619,19.67923021,-156.0356093,15,5,11.330931117962,4.66797600679352,1.24096736459909,327.375930697417,3.82099463490856,119.034448795296,6.14317299364794,82.417837875062,28.32,12.19,0.291547594742265
-57.9710144927536,19.67562604,-156.0349323,16,5,6.63249575951617,2.3685438564654,3.05941170815567,318.319022365928,2.91547594742265,115.681459188584,6.22166955404349,81.2385376530129,29.55,12.19,0.291547594742265
-42.578125,20.05939339,-155.8487678,13.3,5,8.0037491215055,2.12837966537928,1.22882057274445,662.681673203658,5.33853912601566,73.6885337077622,7.26659541882306,88.0675876812803,11.21,10.67,0.322490309931942
-64.5061728395062,20.0596218,-155.8483791,7,5,7.12179752590594,3.32866339541865,2.63058928759318,662.681673203658,5.33853912601566,73.6885337077622,7.26659541882306,88.0675876812803,10.61,10.67,0.322490309931942
-65.0602409638554,20.03566884,-155.8371419,12.7,6,7.45184540902453,2.79284800875379,3.97240481320824,241.586423459598,1.94935886896179,49.4449188491598,NaN,81.6112737310232,9.88,10.89,0.407430975749267
-61.8090452261307,20.03571024,-155.8366193,5.7,6,5.55877684387492,2.6944387170615,0.883176086632785,270.014814408395,2.14476105895272,51.618795026618,NaN,89.0909647495188,10.1,10.89,0.407430975749267
-52.1739130434783,20.02040296,-155.8312052,9.7,6,9.29031754032121,3,3.94081209904761,407.964459236341,4.4497190922574,108.679804931735,NaN,99.0308032886738,18.46,10.89,0.356370593624109
-15.0442477876106,20.02049558,-155.8299388,5.3,6,6.44282546713785,2.69072480941474,3.33766385365573,431.451040096092,4.67974358271904,113.579927804168,NaN,104.114360200695,16.1,10.89,0.356370593624109
-31.5151515151515,19.99986654,-155.8309239,12,6,7.40405294416511,2.87402157263998,2.97153159162072,320.437201335925,7.13442359269479,75.3306046703463,3.43671526475757,79.8742762095532,14.81,11.19,0.330151480384384
-70.4433497536946,20.00066668,-155.8289395,5.7,6,8.02496105909555,3.78285606387555,4.15331193145904,352.073855888221,7.59605160593318,86.1887463651723,3.53355234165378,84.0130942175087,12.9,10.89,0.330151480384384
-14.4654088050315,19.98668592,-155.8338009,12,6,7.46860093993514,2.04205778566621,4.26848919408261,308.43313700055,3.67423461417477,52.2847970255217,3.74022480758722,76.9785684460292,18.6,11.19,0.368781778291715
-54.6666666666667,19.98635081,-155.8321237,5.7,6,9.18694726228468,4.84458460551573,5.47174560812178,365.695228298101,4.01248052954778,55.9946426008775,3.97595594881164,81.8663545053766,15.85,11.19,0.368781778291715
20.9523809523809,19.97039611,-155.8489788,12,3,12.1276543486364,4.63357313528124,NaN,509.226864962955,7.17635004720366,170.198413623629,2.93198071619426,134.375593021947,21.35,11.19,0.435889894354067
-34.4339622641509,19.96988347,-155.8487844,4.7,3,13.5900699041616,5.8642987645583,NaN,531.377455298962,7.3143694191639,174.009195159336,3.1543421455299,137.9300547379,22.54,11.19,0.435889894354067
12.8205128205128,19.95298522,-155.8663579,13.7,3,12.7389167514353,6.9,5.75325994545701,199.366496683871,6.29285308902091,96.9943297311755,0,54.8069338678967,19.14,11.19,0.337638860322683
-27.8301886792453,19.95200152,-155.8657928,6.7,3,9.71596624119289,4.63896540189728,5.40925133451941,203.241235973412,6.45755371638518,100.151385412285,0,56.8313293879353,18.2,11.19,0.337638860322683
25.609756097561,19.93513369,-155.8847849,11.3,3,6.38357266740185,4.18330013267038,2.14941852602047,198.944715938876,6.44980619863884,75.0366577080829,0,25.6320112359526,26.36,11.38,0.304959013639538
-29.9242424242424,19.93455534,-155.8842603,6.3,3,8.28190799272728,4.1206795556073,3.70540146272978,198.944715938876,6.44980619863884,75.0366577080829,0,25.6320112359526,22.86,11.38,0.304959013639538
-28.2926829268293,19.9140211,-155.9006093,12.7,3,9.19184421103839,3.12569992161756,5.09313263129874,49.132473986153,4.32434966208793,45.94344349306,0.974003746425297,45.1896005735833,29.13,11.32,0.337638860322683
-41.4705882352941,19.91363838,-155.898741,5.3,3,9.62912249376858,6.36474665638783,5.40462764674866,60.3655530911463,5.16720427310553,54.4288526426931,1.23149303238399,54.8087584241789,23.78,11.38,0.337638860322683
45.1282051282051,19.89112342,-155.9100545,13.3,6,5.27446679769624,2.28035085019828,1.65529453572468,73.5391052434009,2.68328157299975,53.0264085150032,4.20817714657343,94.7544194219985,16.52,11.32,0.372827037646145
19.1275167785235,19.89079074,-155.9079331,5.7,6,8.63365507765975,5.19903837262238,4.12795348811006,76.7333043730035,2.77488738510232,55.6048559030594,4.32592549581272,98.7572782127981,13.85,11.32,0.372827037646145
-30.5084745762712,19.87344406,-155.922528,11.7,6,7.16519364706914,3.11929479209644,2.02237484161567,0,0.547722557505166,19.3209730603818,0.795270728767051,34.9671274199068,27.15,11.32,0.372827037646145
-18.348623853211,19.87313644,-155.9220196,5.7,6,8.23468275041607,4.42492937796752,0.854400374531753,0,0.547722557505166,20.0624026477389,0.795270728767051,36.0707637845389,28.43,11.32,0.372827037646145
-25.4807692307692,19.8552772,-155.9347955,11.7,4,8.39106667831927,3.16069612585582,3.80919939094818,115.273587607916,1.14017542509914,50.5924895611987,1.76478959099364,83.23340675474,10.87,11.32,0.448330235429198
50.8379888268156,19.85513547,-155.9341545,7,4,9.72985097522053,6.03572696532903,4.53872228716409,115.273587607916,1.14017542509914,50.5924895611987,1.76478959099364,83.23340675474,9.75,11.32,0.448330235429198
-37.0689655172414,19.85392772,-155.9584434,4.3,6,6.41482657598785,2.4,3.67695526217005,2.23606797749979,0,24.7669134128579,0.562341325190349,33.3271660961445,19.45,11.33,0.353553390593274
-32.9365079365079,19.85339941,-155.9582648,5,6,8.01810451416044,2.88444102037119,5.08625599041181,2.23606797749979,0,24.7669134128579,0.562341325190349,33.3271660961445,19.01,11.33,0.353553390593274
4.74683544303797,19.84395342,-155.9809445,11.7,3,8.28733974204027,2.2113344387496,3.67151195013716,140.854534893272,3.54964786985977,40.8056368655116,2.51013816368927,54.1977859326375,31.94,11.32,0.322490309931942
-26.2773722627737,19.84373583,-155.9806157,6.3,3,7.45251635355468,3.278719262151,3.9560080889705,151.429851746609,4.08656334834051,46.1226625423988,2.80606626329668,61.3783349399444,30.59,11.32,0.322490309931942
-16.7785234899329,19.83444801,-155.9980364,12,3,7.41754676426108,2.85482048472404,3.64005494464026,717.323497454252,7.19722168617863,70.5577777427833,2.48770966527574,68.9615835085013,27.74,11.32,0.324037034920393
-53.9473684210526,19.83415037,-155.9976033,6,3,9.92421281513048,5.37866154354408,2.20454076850486,742.342239132329,7.50999334220743,75.8538067601093,2.49256691521083,71.4415845289003,23.78,11.32,0.324037034920393
-32.2115384615385,19.81344681,-156.0076166,11.7,4,6.27375485654325,3.5213633723318,2.07846096908265,0,5.83952052826257,93.8546748968851,2.1946839935437,55.7422640372635,28.41,11.35,0.313049516849971
-5.28052805280528,19.81315588,-156.0070387,7,4,12.6130884401878,4.22610932182309,3.39411254969543,0,6.02494813255683,97.6662684861053,2.28581280752498,57.0324469052486,27.22,11.35,0.313049516849971
-58.5669781931464,19.79669374,-156.0281404,10.7,4,7.78588466392869,3.61386219991853,2.43926218353009,0,0,18.1356003484858,1.1246826503807,37.3818137601695,33.16,11.51,0.353553390593274
-0.636942675159233,19.79631848,-156.0277422,6.3,4,7.95110055275369,2.99666481275434,4.9598387070549,0,0,18.1356003484858,1.1246826503807,37.3818137601695,30.13,11.51,0.353553390593274
-24.0157480314961,19.78407905,-156.0480076,11.7,4,8.12342292386652,3.47994252826106,1.50332963783729,35.1567916624939,0.316227766016838,27.2506880647076,2.79925261626454,51.5829429172086,34.01,11.51,0.333166624979154
-51.421188630491,19.78396682,-156.0475293,5.7,4,8.717224328879,4.27083130081252,2.32379000772445,37.4566416006561,0.316227766016838,28.8600069300061,3.11704447212306,55.4508791634542,32.52,11.51,0.333166624979154
-69.2592592592593,19.67098346,-156.0303344,11.3,5,9.29569792968769,3.74165738677394,2.17255609824004,332.459020031041,2.56904651573303,136.193612185007,7.23498509419402,100.73926741842,15.24,12.19,0.291547594742265
-31.4606741573034,19.67145553,-156.0295907,4.7,5,9.5236547606473,4.55192267069642,4.63249392876019,353.645302527829,2.75680975041804,142.5808542547,7.58948925957312,105.757742033385,12.28,12.19,0.291547594742265
-31.5352697095436,19.56838343,-155.9693345,12,5,7.6197112806195,3.55387112878337,2.93257565972304,449.959998222064,6.18869937870632,97.3216317166949,7.9437453544996,76.0144723062655,20.43,13.33,0.273861278752583
-12.9032258064516,19.56840472,-155.9690394,6,5,9.5608577021102,5.96908703236936,3.49428104193123,468.697130351787,6.38748776906852,99.5319044326994,8.25249038505886,78.3702749771876,20.43,13.33,0.273861278752583
